sep=;
code;number;country;groupName;pageNumber;slotNumber;isSpecial
"NED-12";"412";"Holanda";"Grupo F";"21";"12";"false"
"NED-13";"413";"Holanda";"Grupo F";"21";"13";"false"
"NED-14";"414";"Holanda";"Grupo F";"21";"14";"false"
"NED-15";"415";"Holanda";"Grupo F";"21";"15";"false"
"NED-16";"416";"Holanda";"Grupo F";"21";"16";"false"
"NED-17";"417";"Holanda";"Grupo F";"21";"17";"false"
"NED-18";"418";"Holanda";"Grupo F";"21";"18";"false"
"NED-19";"419";"Holanda";"Grupo F";"21";"19";"false"
"NED-20";"420";"Holanda";"Grupo F";"21";"20";"false"
"JPN-1";"421";"Japão";"Grupo F";"22";"1";"false"
"JPN-2";"422";"Japão";"Grupo F";"22";"2";"false"
"JPN-3";"423";"Japão";"Grupo F";"22";"3";"false"
"JPN-4";"424";"Japão";"Grupo F";"22";"4";"false"
"JPN-5";"425";"Japão";"Grupo F";"22";"5";"false"
"JPN-6";"426";"Japão";"Grupo F";"22";"6";"false"
"JPN-7";"427";"Japão";"Grupo F";"22";"7";"false"
"JPN-8";"428";"Japão";"Grupo F";"22";"8";"false"
"JPN-9";"429";"Japão";"Grupo F";"22";"9";"false"
"JPN-10";"430";"Japão";"Grupo F";"22";"10";"false"
"JPN-11";"431";"Japão";"Grupo F";"22";"11";"false"
"JPN-12";"432";"Japão";"Grupo F";"22";"12";"false"
"JPN-13";"433";"Japão";"Grupo F";"22";"13";"false"
"JPN-14";"434";"Japão";"Grupo F";"22";"14";"false"
"JPN-15";"435";"Japão";"Grupo F";"22";"15";"false"
"JPN-16";"436";"Japão";"Grupo F";"22";"16";"false"
"JPN-17";"437";"Japão";"Grupo F";"22";"17";"false"
"JPN-18";"438";"Japão";"Grupo F";"22";"18";"false"
"JPN-19";"439";"Japão";"Grupo F";"22";"19";"false"
"JPN-20";"440";"Japão";"Grupo F";"22";"20";"false"
"SWE-1";"441";"Suécia";"Grupo F";"23";"1";"false"
"SWE-2";"442";"Suécia";"Grupo F";"23";"2";"false"
"SWE-3";"443";"Suécia";"Grupo F";"23";"3";"false"
"SWE-4";"444";"Suécia";"Grupo F";"23";"4";"false"
"SWE-5";"445";"Suécia";"Grupo F";"23";"5";"false"
"SWE-6";"446";"Suécia";"Grupo F";"23";"6";"false"
"SWE-7";"447";"Suécia";"Grupo F";"23";"7";"false"
"SWE-8";"448";"Suécia";"Grupo F";"23";"8";"false"
"SWE-9";"449";"Suécia";"Grupo F";"23";"9";"false"
"SWE-10";"450";"Suécia";"Grupo F";"23";"10";"false"
"SWE-11";"451";"Suécia";"Grupo F";"23";"11";"false"
"SWE-12";"452";"Suécia";"Grupo F";"23";"12";"false"
"SWE-13";"453";"Suécia";"Grupo F";"23";"13";"false"
"SWE-14";"454";"Suécia";"Grupo F";"23";"14";"false"
"SWE-15";"455";"Suécia";"Grupo F";"23";"15";"false"
"SWE-16";"456";"Suécia";"Grupo F";"23";"16";"false"
"SWE-17";"457";"Suécia";"Grupo F";"23";"17";"false"
"SWE-18";"458";"Suécia";"Grupo F";"23";"18";"false"
"SWE-19";"459";"Suécia";"Grupo F";"23";"19";"false"
"SWE-20";"460";"Suécia";"Grupo F";"23";"20";"false"
"TUN-1";"461";"Tunísia";"Grupo F";"24";"1";"false"
"TUN-2";"462";"Tunísia";"Grupo F";"24";"2";"false"
"TUN-3";"463";"Tunísia";"Grupo F";"24";"3";"false"
"TUN-4";"464";"Tunísia";"Grupo F";"24";"4";"false"
"TUN-5";"465";"Tunísia";"Grupo F";"24";"5";"false"
"TUN-6";"466";"Tunísia";"Grupo F";"24";"6";"false"
"TUN-7";"467";"Tunísia";"Grupo F";"24";"7";"false"
"TUN-8";"468";"Tunísia";"Grupo F";"24";"8";"false"
"TUN-9";"469";"Tunísia";"Grupo F";"24";"9";"false"
"TUN-10";"470";"Tunísia";"Grupo F";"24";"10";"false"
"TUN-11";"471";"Tunísia";"Grupo F";"24";"11";"false"
"TUN-12";"472";"Tunísia";"Grupo F";"24";"12";"false"
"TUN-13";"473";"Tunísia";"Grupo F";"24";"13";"false"
"TUN-14";"474";"Tunísia";"Grupo F";"24";"14";"false"
"TUN-15";"475";"Tunísia";"Grupo F";"24";"15";"false"
"TUN-16";"476";"Tunísia";"Grupo F";"24";"16";"false"
"TUN-17";"477";"Tunísia";"Grupo F";"24";"17";"false"
"TUN-18";"478";"Tunísia";"Grupo F";"24";"18";"false"
"TUN-19";"479";"Tunísia";"Grupo F";"24";"19";"false"
"TUN-20";"480";"Tunísia";"Grupo F";"24";"20";"false"
"BEL-1";"481";"Bélgica";"Grupo G";"25";"1";"false"
"BEL-2";"482";"Bélgica";"Grupo G";"25";"2";"false"
"BEL-3";"483";"Bélgica";"Grupo G";"25";"3";"false"
"BEL-4";"484";"Bélgica";"Grupo G";"25";"4";"false"
"BEL-5";"485";"Bélgica";"Grupo G";"25";"5";"false"
"BEL-6";"486";"Bélgica";"Grupo G";"25";"6";"false"
"BEL-7";"487";"Bélgica";"Grupo G";"25";"7";"false"
"BEL-8";"488";"Bélgica";"Grupo G";"25";"8";"false"
"BEL-9";"489";"Bélgica";"Grupo G";"25";"9";"false"
"BEL-10";"490";"Bélgica";"Grupo G";"25";"10";"false"
"BEL-11";"491";"Bélgica";"Grupo G";"25";"11";"false"
"BEL-12";"492";"Bélgica";"Grupo G";"25";"12";"false"
"BEL-13";"493";"Bélgica";"Grupo G";"25";"13";"false"
"BEL-14";"494";"Bélgica";"Grupo G";"25";"14";"false"
"BEL-15";"495";"Bélgica";"Grupo G";"25";"15";"false"
"BEL-16";"496";"Bélgica";"Grupo G";"25";"16";"false"
"BEL-17";"497";"Bélgica";"Grupo G";"25";"17";"false"
"BEL-18";"498";"Bélgica";"Grupo G";"25";"18";"false"
"BEL-19";"499";"Bélgica";"Grupo G";"25";"19";"false"
"BEL-20";"500";"Bélgica";"Grupo G";"25";"20";"false"
"EGY-1";"501";"Egito";"Grupo G";"26";"1";"false"
"EGY-2";"502";"Egito";"Grupo G";"26";"2";"false"
"EGY-3";"503";"Egito";"Grupo G";"26";"3";"false"
"EGY-4";"504";"Egito";"Grupo G";"26";"4";"false"
"EGY-5";"505";"Egito";"Grupo G";"26";"5";"false"
"EGY-6";"506";"Egito";"Grupo G";"26";"6";"false"
"EGY-7";"507";"Egito";"Grupo G";"26";"7";"false"
"EGY-8";"508";"Egito";"Grupo G";"26";"8";"false"
"EGY-9";"509";"Egito";"Grupo G";"26";"9";"false"
"EGY-10";"510";"Egito";"Grupo G";"26";"10";"false"
"EGY-11";"511";"Egito";"Grupo G";"26";"11";"false"
"EGY-12";"512";"Egito";"Grupo G";"26";"12";"false"
"EGY-13";"513";"Egito";"Grupo G";"26";"13";"false"
"EGY-14";"514";"Egito";"Grupo G";"26";"14";"false"
"EGY-15";"515";"Egito";"Grupo G";"26";"15";"false"
"EGY-16";"516";"Egito";"Grupo G";"26";"16";"false"
"EGY-17";"517";"Egito";"Grupo G";"26";"17";"false"
"EGY-18";"518";"Egito";"Grupo G";"26";"18";"false"
"EGY-19";"519";"Egito";"Grupo G";"26";"19";"false"
"EGY-20";"520";"Egito";"Grupo G";"26";"20";"false"
"IRN-1";"521";"Irã";"Grupo G";"27";"1";"false"
"IRN-2";"522";"Irã";"Grupo G";"27";"2";"false"
"IRN-3";"523";"Irã";"Grupo G";"27";"3";"false"
"IRN-4";"524";"Irã";"Grupo G";"27";"4";"false"
"IRN-5";"525";"Irã";"Grupo G";"27";"5";"false"
"IRN-6";"526";"Irã";"Grupo G";"27";"6";"false"
"IRN-7";"527";"Irã";"Grupo G";"27";"7";"false"
"IRN-8";"528";"Irã";"Grupo G";"27";"8";"false"
"IRN-9";"529";"Irã";"Grupo G";"27";"9";"false"
"IRN-10";"530";"Irã";"Grupo G";"27";"10";"false"
"IRN-11";"531";"Irã";"Grupo G";"27";"11";"false"
"IRN-12";"532";"Irã";"Grupo G";"27";"12";"false"
"IRN-13";"533";"Irã";"Grupo G";"27";"13";"false"
"IRN-14";"534";"Irã";"Grupo G";"27";"14";"false"
"IRN-15";"535";"Irã";"Grupo G";"27";"15";"false"
"IRN-16";"536";"Irã";"Grupo G";"27";"16";"false"
"IRN-17";"537";"Irã";"Grupo G";"27";"17";"false"
"IRN-18";"538";"Irã";"Grupo G";"27";"18";"false"
"IRN-19";"539";"Irã";"Grupo G";"27";"19";"false"
"IRN-20";"540";"Irã";"Grupo G";"27";"20";"false"
"NZL-1";"541";"Nova Zelândia";"Grupo G";"28";"1";"false"
"NZL-2";"542";"Nova Zelândia";"Grupo G";"28";"2";"false"
"NZL-3";"543";"Nova Zelândia";"Grupo G";"28";"3";"false"
"NZL-4";"544";"Nova Zelândia";"Grupo G";"28";"4";"false"
"NZL-5";"545";"Nova Zelândia";"Grupo G";"28";"5";"false"
"NZL-6";"546";"Nova Zelândia";"Grupo G";"28";"6";"false"
"NZL-7";"547";"Nova Zelândia";"Grupo G";"28";"7";"false"
"NZL-8";"548";"Nova Zelândia";"Grupo G";"28";"8";"false"
"NZL-9";"549";"Nova Zelândia";"Grupo G";"28";"9";"false"
"NZL-10";"550";"Nova Zelândia";"Grupo G";"28";"10";"false"
"NZL-11";"551";"Nova Zelândia";"Grupo G";"28";"11";"false"
"NZL-12";"552";"Nova Zelândia";"Grupo G";"28";"12";"false"
"NZL-13";"553";"Nova Zelândia";"Grupo G";"28";"13";"false"
"NZL-14";"554";"Nova Zelândia";"Grupo G";"28";"14";"false"
"NZL-15";"555";"Nova Zelândia";"Grupo G";"28";"15";"false"
"NZL-16";"556";"Nova Zelândia";"Grupo G";"28";"16";"false"
"NZL-17";"557";"Nova Zelândia";"Grupo G";"28";"17";"false"
"NZL-18";"558";"Nova Zelândia";"Grupo G";"28";"18";"false"
"NZL-19";"559";"Nova Zelândia";"Grupo G";"28";"19";"false"
"NZL-20";"560";"Nova Zelândia";"Grupo G";"28";"20";"false"
"KSA-1";"561";"Arábia Saudita";"Grupo H";"29";"1";"false"
"KSA-2";"562";"Arábia Saudita";"Grupo H";"29";"2";"false"
"KSA-3";"563";"Arábia Saudita";"Grupo H";"29";"3";"false"
"KSA-4";"564";"Arábia Saudita";"Grupo H";"29";"4";"false"
"KSA-5";"565";"Arábia Saudita";"Grupo H";"29";"5";"false"
"KSA-6";"566";"Arábia Saudita";"Grupo H";"29";"6";"false"
"KSA-7";"567";"Arábia Saudita";"Grupo H";"29";"7";"false"
"KSA-8";"568";"Arábia Saudita";"Grupo H";"29";"8";"false"
"KSA-9";"569";"Arábia Saudita";"Grupo H";"29";"9";"false"
"KSA-10";"570";"Arábia Saudita";"Grupo H";"29";"10";"false"
"KSA-11";"571";"Arábia Saudita";"Grupo H";"29";"11";"false"
"KSA-12";"572";"Arábia Saudita";"Grupo H";"29";"12";"false"
"KSA-13";"573";"Arábia Saudita";"Grupo H";"29";"13";"false"
"KSA-14";"574";"Arábia Saudita";"Grupo H";"29";"14";"false"
"KSA-15";"575";"Arábia Saudita";"Grupo H";"29";"15";"false"
"KSA-16";"576";"Arábia Saudita";"Grupo H";"29";"16";"false"
"KSA-17";"577";"Arábia Saudita";"Grupo H";"29";"17";"false"
"KSA-18";"578";"Arábia Saudita";"Grupo H";"29";"18";"false"
"KSA-19";"579";"Arábia Saudita";"Grupo H";"29";"19";"false"
"KSA-20";"580";"Arábia Saudita";"Grupo H";"29";"20";"false"
"CPV-1";"581";"Cabo Verde";"Grupo H";"30";"1";"false"
"CPV-2";"582";"Cabo Verde";"Grupo H";"30";"2";"false"
"CPV-3";"583";"Cabo Verde";"Grupo H";"30";"3";"false"
"CPV-4";"584";"Cabo Verde";"Grupo H";"30";"4";"false"
"CPV-5";"585";"Cabo Verde";"Grupo H";"30";"5";"false"
"CPV-6";"586";"Cabo Verde";"Grupo H";"30";"6";"false"
"CPV-7";"587";"Cabo Verde";"Grupo H";"30";"7";"false"
"CPV-8";"588";"Cabo Verde";"Grupo H";"30";"8";"false"
"CPV-9";"589";"Cabo Verde";"Grupo H";"30";"9";"false"
"CPV-10";"590";"Cabo Verde";"Grupo H";"30";"10";"false"
"CPV-11";"591";"Cabo Verde";"Grupo H";"30";"11";"false"
"CPV-12";"592";"Cabo Verde";"Grupo H";"30";"12";"false"
"CPV-13";"593";"Cabo Verde";"Grupo H";"30";"13";"false"
"CPV-14";"594";"Cabo Verde";"Grupo H";"30";"14";"false"
"CPV-15";"595";"Cabo Verde";"Grupo H";"30";"15";"false"
"CPV-16";"596";"Cabo Verde";"Grupo H";"30";"16";"false"
"CPV-17";"597";"Cabo Verde";"Grupo H";"30";"17";"false"
"CPV-18";"598";"Cabo Verde";"Grupo H";"30";"18";"false"
"CPV-19";"599";"Cabo Verde";"Grupo H";"30";"19";"false"
"CPV-20";"600";"Cabo Verde";"Grupo H";"30";"20";"false"
"ESP-1";"601";"Espanha";"Grupo H";"31";"1";"false"
"ESP-2";"602";"Espanha";"Grupo H";"31";"2";"false"
"ESP-3";"603";"Espanha";"Grupo H";"31";"3";"false"
"ESP-4";"604";"Espanha";"Grupo H";"31";"4";"false"
"ESP-5";"605";"Espanha";"Grupo H";"31";"5";"false"
"ESP-6";"606";"Espanha";"Grupo H";"31";"6";"false"
"ESP-7";"607";"Espanha";"Grupo H";"31";"7";"false"
"ESP-8";"608";"Espanha";"Grupo H";"31";"8";"false"
"ESP-9";"609";"Espanha";"Grupo H";"31";"9";"false"
"ESP-10";"610";"Espanha";"Grupo H";"31";"10";"false"
"ESP-11";"611";"Espanha";"Grupo H";"31";"11";"false"
"ESP-12";"612";"Espanha";"Grupo H";"31";"12";"false"
"ESP-13";"613";"Espanha";"Grupo H";"31";"13";"false"
"ESP-14";"614";"Espanha";"Grupo H";"31";"14";"false"
"ESP-15";"615";"Espanha";"Grupo H";"31";"15";"false"
"ESP-16";"616";"Espanha";"Grupo H";"31";"16";"false"
"ESP-17";"617";"Espanha";"Grupo H";"31";"17";"false"
"ESP-18";"618";"Espanha";"Grupo H";"31";"18";"false"
"ESP-19";"619";"Espanha";"Grupo H";"31";"19";"false"
"ESP-20";"620";"Espanha";"Grupo H";"31";"20";"false"
"URU-1";"621";"Uruguai";"Grupo H";"32";"1";"false"
"URU-2";"622";"Uruguai";"Grupo H";"32";"2";"false"
"URU-3";"623";"Uruguai";"Grupo H";"32";"3";"false"
"URU-4";"624";"Uruguai";"Grupo H";"32";"4";"false"
"URU-5";"625";"Uruguai";"Grupo H";"32";"5";"false"
"URU-6";"626";"Uruguai";"Grupo H";"32";"6";"false"
"URU-7";"627";"Uruguai";"Grupo H";"32";"7";"false"
"URU-8";"628";"Uruguai";"Grupo H";"32";"8";"false"
"URU-9";"629";"Uruguai";"Grupo H";"32";"9";"false"
"URU-10";"630";"Uruguai";"Grupo H";"32";"10";"false"
"URU-11";"631";"Uruguai";"Grupo H";"32";"11";"false"
"URU-12";"632";"Uruguai";"Grupo H";"32";"12";"false"
"URU-13";"633";"Uruguai";"Grupo H";"32";"13";"false"
"URU-14";"634";"Uruguai";"Grupo H";"32";"14";"false"
"URU-15";"635";"Uruguai";"Grupo H";"32";"15";"false"
"URU-16";"636";"Uruguai";"Grupo H";"32";"16";"false"
"URU-17";"637";"Uruguai";"Grupo H";"32";"17";"false"
"URU-18";"638";"Uruguai";"Grupo H";"32";"18";"false"
"URU-19";"639";"Uruguai";"Grupo H";"32";"19";"false"
"URU-20";"640";"Uruguai";"Grupo H";"32";"20";"false"
"FRA-1";"641";"França";"Grupo I";"33";"1";"false"
"FRA-2";"642";"França";"Grupo I";"33";"2";"false"
"FRA-3";"643";"França";"Grupo I";"33";"3";"false"
"FRA-4";"644";"França";"Grupo I";"33";"4";"false"
"FRA-5";"645";"França";"Grupo I";"33";"5";"false"
"FRA-6";"646";"França";"Grupo I";"33";"6";"false"
"FRA-7";"647";"França";"Grupo I";"33";"7";"false"
"FRA-8";"648";"França";"Grupo I";"33";"8";"false"
"FRA-9";"649";"França";"Grupo I";"33";"9";"false"
"FRA-10";"650";"França";"Grupo I";"33";"10";"false"
"FRA-11";"651";"França";"Grupo I";"33";"11";"false"
"FRA-12";"652";"França";"Grupo I";"33";"12";"false"
"FRA-13";"653";"França";"Grupo I";"33";"13";"false"
"FRA-14";"654";"França";"Grupo I";"33";"14";"false"
"FRA-15";"655";"França";"Grupo I";"33";"15";"false"
"FRA-16";"656";"França";"Grupo I";"33";"16";"false"
"FRA-17";"657";"França";"Grupo I";"33";"17";"false"
"FRA-18";"658";"França";"Grupo I";"33";"18";"false"
"FRA-19";"659";"França";"Grupo I";"33";"19";"false"
"FRA-20";"660";"França";"Grupo I";"33";"20";"false"
"IRQ-1";"661";"Iraque";"Grupo I";"34";"1";"false"
"IRQ-2";"662";"Iraque";"Grupo I";"34";"2";"false"
"IRQ-3";"663";"Iraque";"Grupo I";"34";"3";"false"
"IRQ-4";"664";"Iraque";"Grupo I";"34";"4";"false"
"IRQ-5";"665";"Iraque";"Grupo I";"34";"5";"false"
"IRQ-6";"666";"Iraque";"Grupo I";"34";"6";"false"
"IRQ-7";"667";"Iraque";"Grupo I";"34";"7";"false"
"IRQ-8";"668";"Iraque";"Grupo I";"34";"8";"false"
"IRQ-9";"669";"Iraque";"Grupo I";"34";"9";"false"
"IRQ-10";"670";"Iraque";"Grupo I";"34";"10";"false"
"IRQ-11";"671";"Iraque";"Grupo I";"34";"11";"false"
"IRQ-12";"672";"Iraque";"Grupo I";"34";"12";"false"
"IRQ-13";"673";"Iraque";"Grupo I";"34";"13";"false"
"IRQ-14";"674";"Iraque";"Grupo I";"34";"14";"false"
"IRQ-15";"675";"Iraque";"Grupo I";"34";"15";"false"
"IRQ-16";"676";"Iraque";"Grupo I";"34";"16";"false"
"IRQ-17";"677";"Iraque";"Grupo I";"34";"17";"false"
"IRQ-18";"678";"Iraque";"Grupo I";"34";"18";"false"
"IRQ-19";"679";"Iraque";"Grupo I";"34";"19";"false"
"IRQ-20";"680";"Iraque";"Grupo I";"34";"20";"false"
"NOR-1";"681";"Noruega";"Grupo I";"35";"1";"false"
"NOR-2";"682";"Noruega";"Grupo I";"35";"2";"false"
"NOR-3";"683";"Noruega";"Grupo I";"35";"3";"false"
"NOR-4";"684";"Noruega";"Grupo I";"35";"4";"false"
"NOR-5";"685";"Noruega";"Grupo I";"35";"5";"false"
"NOR-6";"686";"Noruega";"Grupo I";"35";"6";"false"
"NOR-7";"687";"Noruega";"Grupo I";"35";"7";"false"
"NOR-8";"688";"Noruega";"Grupo I";"35";"8";"false"
"NOR-9";"689";"Noruega";"Grupo I";"35";"9";"false"
"NOR-10";"690";"Noruega";"Grupo I";"35";"10";"false"
"NOR-11";"691";"Noruega";"Grupo I";"35";"11";"false"
"NOR-12";"692";"Noruega";"Grupo I";"35";"12";"false"
"NOR-13";"693";"Noruega";"Grupo I";"35";"13";"false"
"NOR-14";"694";"Noruega";"Grupo I";"35";"14";"false"
"NOR-15";"695";"Noruega";"Grupo I";"35";"15";"false"
"NOR-16";"696";"Noruega";"Grupo I";"35";"16";"false"
"NOR-17";"697";"Noruega";"Grupo I";"35";"17";"false"
"NOR-18";"698";"Noruega";"Grupo I";"35";"18";"false"
"NOR-19";"699";"Noruega";"Grupo I";"35";"19";"false"
"NOR-20";"700";"Noruega";"Grupo I";"35";"20";"false"
"SEN-1";"701";"Senegal";"Grupo I";"36";"1";"false"
"SEN-2";"702";"Senegal";"Grupo I";"36";"2";"false"
"SEN-3";"703";"Senegal";"Grupo I";"36";"3";"false"
"SEN-4";"704";"Senegal";"Grupo I";"36";"4";"false"
"SEN-5";"705";"Senegal";"Grupo I";"36";"5";"false"
"SEN-6";"706";"Senegal";"Grupo I";"36";"6";"false"
"SEN-7";"707";"Senegal";"Grupo I";"36";"7";"false"
"SEN-8";"708";"Senegal";"Grupo I";"36";"8";"false"
"SEN-9";"709";"Senegal";"Grupo I";"36";"9";"false"
"SEN-10";"710";"Senegal";"Grupo I";"36";"10";"false"
"SEN-11";"711";"Senegal";"Grupo I";"36";"11";"false"
"SEN-12";"712";"Senegal";"Grupo I";"36";"12";"false"
"SEN-13";"713";"Senegal";"Grupo I";"36";"13";"false"
"SEN-14";"714";"Senegal";"Grupo I";"36";"14";"false"
"SEN-15";"715";"Senegal";"Grupo I";"36";"15";"false"
"SEN-16";"716";"Senegal";"Grupo I";"36";"16";"false"
"SEN-17";"717";"Senegal";"Grupo I";"36";"17";"false"
"SEN-18";"718";"Senegal";"Grupo I";"36";"18";"false"
"SEN-19";"719";"Senegal";"Grupo I";"36";"19";"false"
"SEN-20";"720";"Senegal";"Grupo I";"36";"20";"false"
"ALG-1";"721";"Argélia";"Grupo J";"37";"1";"false"
"ALG-2";"722";"Argélia";"Grupo J";"37";"2";"false"
"ALG-3";"723";"Argélia";"Grupo J";"37";"3";"false"
"ALG-4";"724";"Argélia";"Grupo J";"37";"4";"false"
"ALG-5";"725";"Argélia";"Grupo J";"37";"5";"false"
"ALG-6";"726";"Argélia";"Grupo J";"37";"6";"false"
"ALG-7";"727";"Argélia";"Grupo J";"37";"7";"false"
"ALG-8";"728";"Argélia";"Grupo J";"37";"8";"false"
"ALG-9";"729";"Argélia";"Grupo J";"37";"9";"false"
"ALG-10";"730";"Argélia";"Grupo J";"37";"10";"false"
"ALG-11";"731";"Argélia";"Grupo J";"37";"11";"false"
"ALG-12";"732";"Argélia";"Grupo J";"37";"12";"false"
"ALG-13";"733";"Argélia";"Grupo J";"37";"13";"false"
"ALG-14";"734";"Argélia";"Grupo J";"37";"14";"false"
"ALG-15";"735";"Argélia";"Grupo J";"37";"15";"false"
"ALG-16";"736";"Argélia";"Grupo J";"37";"16";"false"
"ALG-17";"737";"Argélia";"Grupo J";"37";"17";"false"
"ALG-18";"738";"Argélia";"Grupo J";"37";"18";"false"
"ALG-19";"739";"Argélia";"Grupo J";"37";"19";"false"
"ALG-20";"740";"Argélia";"Grupo J";"37";"20";"false"
"ARG-1";"741";"Argentina";"Grupo J";"38";"1";"false"
"ARG-2";"742";"Argentina";"Grupo J";"38";"2";"false"
"ARG-3";"743";"Argentina";"Grupo J";"38";"3";"false"
"ARG-4";"744";"Argentina";"Grupo J";"38";"4";"false"
"ARG-5";"745";"Argentina";"Grupo J";"38";"5";"false"
"ARG-6";"746";"Argentina";"Grupo J";"38";"6";"false"
"ARG-7";"747";"Argentina";"Grupo J";"38";"7";"false"
"ARG-8";"748";"Argentina";"Grupo J";"38";"8";"false"
"ARG-9";"749";"Argentina";"Grupo J";"38";"9";"false"
"ARG-10";"750";"Argentina";"Grupo J";"38";"10";"false"
"ARG-11";"751";"Argentina";"Grupo J";"38";"11";"false"
"ARG-12";"752";"Argentina";"Grupo J";"38";"12";"false"
"ARG-13";"753";"Argentina";"Grupo J";"38";"13";"false"
"ARG-14";"754";"Argentina";"Grupo J";"38";"14";"false"
"ARG-15";"755";"Argentina";"Grupo J";"38";"15";"false"
"ARG-16";"756";"Argentina";"Grupo J";"38";"16";"false"
"ARG-17";"757";"Argentina";"Grupo J";"38";"17";"false"
"ARG-18";"758";"Argentina";"Grupo J";"38";"18";"false"
"ARG-19";"759";"Argentina";"Grupo J";"38";"19";"false"
"ARG-20";"760";"Argentina";"Grupo J";"38";"20";"false"
"AUT-1";"761";"Áustria";"Grupo J";"39";"1";"false"
"AUT-2";"762";"Áustria";"Grupo J";"39";"2";"false"
"AUT-3";"763";"Áustria";"Grupo J";"39";"3";"false"
"AUT-4";"764";"Áustria";"Grupo J";"39";"4";"false"
"AUT-5";"765";"Áustria";"Grupo J";"39";"5";"false"
"AUT-6";"766";"Áustria";"Grupo J";"39";"6";"false"
"AUT-7";"767";"Áustria";"Grupo J";"39";"7";"false"
"AUT-8";"768";"Áustria";"Grupo J";"39";"8";"false"
"AUT-9";"769";"Áustria";"Grupo J";"39";"9";"false"
"AUT-10";"770";"Áustria";"Grupo J";"39";"10";"false"
"AUT-11";"771";"Áustria";"Grupo J";"39";"11";"false"
"AUT-12";"772";"Áustria";"Grupo J";"39";"12";"false"
"AUT-13";"773";"Áustria";"Grupo J";"39";"13";"false"
"AUT-14";"774";"Áustria";"Grupo J";"39";"14";"false"
"AUT-15";"775";"Áustria";"Grupo J";"39";"15";"false"
"AUT-16";"776";"Áustria";"Grupo J";"39";"16";"false"
"AUT-17";"777";"Áustria";"Grupo J";"39";"17";"false"
"AUT-18";"778";"Áustria";"Grupo J";"39";"18";"false"
"AUT-19";"779";"Áustria";"Grupo J";"39";"19";"false"
"AUT-20";"780";"Áustria";"Grupo J";"39";"20";"false"
"JOR-1";"781";"Jordânia";"Grupo J";"40";"1";"false"
"JOR-2";"782";"Jordânia";"Grupo J";"40";"2";"false"
"JOR-3";"783";"Jordânia";"Grupo J";"40";"3";"false"
"JOR-4";"784";"Jordânia";"Grupo J";"40";"4";"false"
"JOR-5";"785";"Jordânia";"Grupo J";"40";"5";"false"
"JOR-6";"786";"Jordânia";"Grupo J";"40";"6";"false"
"JOR-7";"787";"Jordânia";"Grupo J";"40";"7";"false"
"JOR-8";"788";"Jordânia";"Grupo J";"40";"8";"false"
"JOR-9";"789";"Jordânia";"Grupo J";"40";"9";"false"
"JOR-10";"790";"Jordânia";"Grupo J";"40";"10";"false"
"JOR-11";"791";"Jordânia";"Grupo J";"40";"11";"false"
"JOR-12";"792";"Jordânia";"Grupo J";"40";"12";"false"
"JOR-13";"793";"Jordânia";"Grupo J";"40";"13";"false"
"JOR-14";"794";"Jordânia";"Grupo J";"40";"14";"false"
"JOR-15";"795";"Jordânia";"Grupo J";"40";"15";"false"
"JOR-16";"796";"Jordânia";"Grupo J";"40";"16";"false"
"JOR-17";"797";"Jordânia";"Grupo J";"40";"17";"false"
"JOR-18";"798";"Jordânia";"Grupo J";"40";"18";"false"
"JOR-19";"799";"Jordânia";"Grupo J";"40";"19";"false"
"JOR-20";"800";"Jordânia";"Grupo J";"40";"20";"false"
"COL-1";"801";"Colômbia";"Grupo K";"41";"1";"false"
"COL-2";"802";"Colômbia";"Grupo K";"41";"2";"false"
"COL-3";"803";"Colômbia";"Grupo K";"41";"3";"false"
"COL-4";"804";"Colômbia";"Grupo K";"41";"4";"false"
"COL-5";"805";"Colômbia";"Grupo K";"41";"5";"false"
"COL-6";"806";"Colômbia";"Grupo K";"41";"6";"false"
"COL-7";"807";"Colômbia";"Grupo K";"41";"7";"false"
"COL-8";"808";"Colômbia";"Grupo K";"41";"8";"false"
"COL-9";"809";"Colômbia";"Grupo K";"41";"9";"false"
"COL-10";"810";"Colômbia";"Grupo K";"41";"10";"false"
"COL-11";"811";"Colômbia";"Grupo K";"41";"11";"false"
"COL-12";"812";"Colômbia";"Grupo K";"41";"12";"false"
"COL-13";"813";"Colômbia";"Grupo K";"41";"13";"false"
"COL-14";"814";"Colômbia";"Grupo K";"41";"14";"false"
"COL-15";"815";"Colômbia";"Grupo K";"41";"15";"false"
"COL-16";"816";"Colômbia";"Grupo K";"41";"16";"false"
"COL-17";"817";"Colômbia";"Grupo K";"41";"17";"false"
"COL-18";"818";"Colômbia";"Grupo K";"41";"18";"false"
"COL-19";"819";"Colômbia";"Grupo K";"41";"19";"false"
"COL-20";"820";"Colômbia";"Grupo K";"41";"20";"false"
"POR-1";"821";"Portugal";"Grupo K";"42";"1";"false"
"POR-2";"822";"Portugal";"Grupo K";"42";"2";"false"
"POR-3";"823";"Portugal";"Grupo K";"42";"3";"false"
"POR-4";"824";"Portugal";"Grupo K";"42";"4";"false"
"POR-5";"825";"Portugal";"Grupo K";"42";"5";"false"
"POR-6";"826";"Portugal";"Grupo K";"42";"6";"false"
"POR-7";"827";"Portugal";"Grupo K";"42";"7";"false"
"POR-8";"828";"Portugal";"Grupo K";"42";"8";"false"
"POR-9";"829";"Portugal";"Grupo K";"42";"9";"false"
